producto_id,categoria,marca,temporada,talla,color,precio_original,porcentaje_descuento,precio_actual,fecha_compra,cantidad_stock,calificacion_cliente,devolucion,motivo_devolucion
FB001640,Accesorios,Mango,Invierno,,Brown,38.08,0.0,38.08,2025-08-06,0,1.6,No,
FB001641,Ropa de abrigo,Ann Taylor,Primavera,XXL,Beige,123.04,0.0,123.04,2025-04-05,13,1.2,No,
FB001642,Accesorios,Uniqlo,Verano,,Pink,39.94,0.0,39.94,2025-08-06,32,3.1,No,
FB001643,Vestidos,H&M,Verano,M,Gray,80.19,0.0,80.19,2025-08-06,43,3.8,No,
FB001644,Tops,Uniqlo,Primavera,XXL,Purple,35.03,10.1,31.49,2025-05-30,5,3.8,No,
FB001645,Tops,H&M,Verano,M,Black,27.64,29.0,19.62,2025-08-06,19,1.0,No,
FB001646,Ropa de abrigo,Mango,Primavera,M,Navy,187.63,0.0,187.63,2025-04-25,25,1.8,No,
FB001647,Ropa de abrigo,H&M,Invierno,XXL,Black,193.17,34.6,126.33,2025-08-06,26,,No,
FB001648,Zapatos,Banana Republic,Primavera,M,Black,157.78,40.2,94.35,2025-08-02,23,3.1,No,
FB001649,Zapatos,Zara,Invierno,L,Black,119.14,7.8,109.85,2025-08-06,20,3.1,No,
FB001650,Vestidos,Forever21,Invierno,M,White,150.08,4.8,142.88,2025-08-06,24,1.7,No,
FB001651,Vestidos,Uniqlo,Verano,L,Blue,153.18,0.0,153.18,2025-08-06,26,1.1,No,
FB001652,Tops,Banana Republic,Invierno,S,Pink,118.69,47.7,62.07,2025-08-06,11,2.8,No,
FB001653,Accesorios,H&M,Primavera,,Navy,50.12,0.0,50.12,2025-03-09,27,2.4,No,
FB001654,Vestidos,Gap,Primavera,XS,Blue,93.68,59.5,37.94,2025-04-24,21,,No,
FB001655,Tops,Uniqlo,Verano,S,Red,50.49,0.0,50.49,2025-08-06,30,4.1,No,
FB001656,Zapatos,Mango,Verano,XS,White,97.9,0.0,97.9,2025-08-06,29,1.3,No,
FB001657,Tops,Uniqlo,Verano,S,Gray,69.0,0.0,69.0,2025-08-06,32,4.5,No,
FB001658,Accesorios,Mango,Otoño,,Purple,30.2,27.1,22.02,2025-08-06,15,,No,
FB001659,Tops,Banana Republic,Invierno,L,Beige,84.92,59.1,34.73,2025-08-06,42,,No,
FB001660,Tops,Forever21,Otoño,XS,White,116.48,0.0,116.48,2025-08-06,3,1.5,No,
FB001661,Tops,H&M,Verano,XL,Navy,40.68,0.0,40.68,2025-08-06,41,1.1,Si,Cambio de opinión
FB001662,Ropa de abrigo,Ann Taylor,Verano,XL,Black,118.92,0.0,118.92,2025-08-06,36,1.8,Si,Artículo incorrecto
FB001663,Pantalones,Ann Taylor,Verano,XXL,Black,26.86,0.0,26.86,2025-08-06,18,3.2,No,
FB001664,Vestidos,Banana Republic,Otoño,S,Green,113.34,0.0,113.34,2025-08-06,13,,No,
FB001665,Tops,Gap,Verano,L,Black,40.52,8.9,36.91,2025-08-06,13,2.5,No,
FB001666,Pantalones,Forever21,Verano,L,Pink,98.41,0.0,98.41,2025-08-06,7,4.6,No,
FB001667,Pantalones,Forever21,Invierno,XS,Red,83.18,0.0,83.18,2025-08-06,17,1.7,Si,Problema de tamaño
FB001668,Zapatos,H&M,Primavera,XXL,Purple,179.31,24.1,136.1,2025-07-13,0,3.1,No,
FB001669,Tops,Zara,Primavera,XXL,Green,47.88,0.0,47.88,2024-12-21,44,1.9,No,
FB001670,Ropa de abrigo,Mango,Invierno,XL,Navy,89.26,0.0,89.26,2025-08-06,43,3.8,No,
FB001671,Vestidos,Gap,Verano,XXL,Black,114.2,0.0,114.2,2025-08-06,15,,No,
FB001672,Zapatos,Gap,Verano,L,Green,169.5,59.7,68.31,2025-08-06,16,1.8,No,
FB001673,Tops,H&M,Otoño,XS,White,77.99,0.0,77.99,2025-08-06,42,,No,
FB001674,Pantalones,Ann Taylor,Otoño,,Pink,103.77,0.0,103.77,2025-08-06,12,4.4,No,
FB001675,Accesorios,Forever21,Otoño,,Black,42.96,0.0,42.96,2025-08-06,36,1.1,No,
FB001676,Vestidos,Banana Republic,Otoño,,Brown,126.11,0.0,126.11,2025-08-06,16,3.5,No,
FB001677,Accesorios,Banana Republic,Verano,,Beige,43.83,0.0,43.83,2025-08-06,31,2.5,No,
FB001678,Zapatos,Banana Republic,Otoño,S,Beige,94.1,0.0,94.1,2025-08-06,24,1.4,No,
FB001679,Zapatos,Zara,Otoño,M,Red,151.27,0.0,151.27,2025-08-06,39,4.0,Si,Dañado
FB001680,Accesorios,Gap,Primavera,,Navy,61.47,0.0,61.47,2024-08-25,44,,No,
FB001681,Zapatos,Mango,Verano,M,Navy,185.96,0.0,185.96,2025-08-06,35,1.3,No,
FB001682,Vestidos,Gap,Otoño,M,Red,113.05,0.0,113.05,2025-08-06,47,2.0,No,
FB001683,Tops,Banana Republic,Verano,L,Brown,110.9,34.7,72.42,2025-08-06,2,2.5,No,
FB001684,Tops,Uniqlo,Verano,XXL,White,29.04,0.0,29.04,2025-08-06,4,5.0,No,
FB001685,Zapatos,Forever21,Primavera,XL,Gray,164.48,51.5,79.77,2024-09-07,27,3.4,No,
FB001686,Pantalones,Banana Republic,Invierno,L,White,52.51,49.4,26.57,2025-08-06,37,3.5,Si,Cambio de opinión
FB001687,Vestidos,Ann Taylor,Invierno,XXL,Gray,175.74,42.9,100.35,2025-08-06,48,,Si,Cambio de opinión
FB001688,Tops,Ann Taylor,Primavera,XS,Beige,57.06,27.5,41.37,2024-12-25,43,1.8,No,
FB001689,Vestidos,Ann Taylor,Invierno,L,Black,158.24,0.0,158.24,2025-08-06,41,3.1,No,
FB001690,Ropa de abrigo,Mango,Otoño,,Pink,153.46,0.0,153.46,2025-08-06,27,1.7,No,
FB001691,Accesorios,Zara,Primavera,,Brown,54.92,0.0,54.92,2025-04-12,44,3.1,No,
FB001692,Accesorios,Uniqlo,Primavera,,Purple,32.2,19.2,26.02,2025-07-27,8,4.3,No,
FB001693,Accesorios,Mango,Otoño,,Brown,66.49,29.1,47.14,2025-08-06,37,1.3,No,
FB001694,Accesorios,Mango,Invierno,,Blue,32.95,50.2,16.41,2025-08-06,46,,No,
FB001695,Accesorios,H&M,Otoño,,Gray,54.31,19.2,43.88,2025-08-06,19,1.8,No,
FB001696,Accesorios,Banana Republic,Verano,,Navy,19.68,0.0,19.68,2025-08-06,29,1.5,Si,Problema de tamaño
FB001697,Tops,Zara,Primavera,XS,Gray,105.19,24.3,79.63,2025-06-14,47,5.0,No,
FB001698,Accesorios,Banana Republic,Verano,,Green,20.3,19.6,16.32,2025-08-06,47,2.9,Si,Cambio de opinión
FB001699,Pantalones,Mango,Verano,S,Brown,105.37,19.6,84.72,2025-08-06,39,4.3,No,
FB001700,Vestidos,Ann Taylor,Invierno,XS,Green,156.24,0.0,156.24,2025-08-06,15,5.0,No,
FB001701,Zapatos,Mango,Invierno,XS,Brown,162.19,5.7,152.95,2025-08-06,39,1.4,No,
FB001702,Tops,H&M,Primavera,M,Beige,75.79,7.1,70.41,2025-03-29,13,3.3,No,
FB001703,Accesorios,Forever21,Verano,,Pink,32.04,0.0,32.04,2025-08-06,41,1.8,No,
FB001704,Tops,Gap,Otoño,M,Black,27.65,31.8,18.86,2025-08-06,2,3.7,Si,Problema de tamaño
FB001705,Pantalones,Banana Republic,Primavera,M,Purple,31.54,0.0,31.54,2025-08-03,45,1.3,No,
FB001706,Pantalones,Zara,Verano,XXL,Beige,77.64,39.1,47.28,2025-08-06,19,2.6,No,
FB001707,Vestidos,H&M,Invierno,XL,Pink,51.48,0.0,51.48,2025-08-06,10,1.0,No,
FB001708,Ropa de abrigo,Zara,Otoño,M,Pink,108.58,0.0,108.58,2025-08-06,44,2.4,No,
FB001709,Tops,Forever21,Invierno,XXL,Black,84.17,0.0,84.17,2025-08-06,20,3.7,No,
FB001710,Pantalones,Mango,Primavera,L,Pink,76.45,0.0,76.45,2025-06-10,16,1.0,Si,Discrepancia de color
FB001711,Accesorios,Uniqlo,Primavera,,Gray,50.31,0.0,50.31,2025-04-24,36,,No,
FB001712,Tops,Gap,Primavera,S,Pink,43.45,0.0,43.45,2025-07-17,30,2.3,No,
FB001713,Vestidos,Uniqlo,Otoño,XL,Gray,149.22,53.9,68.79,2025-08-06,41,2.2,No,
FB001714,Pantalones,Gap,Verano,XS,Gray,48.24,31.7,32.95,2025-08-06,46,3.7,No,
FB001715,Pantalones,H&M,Verano,S,Brown,66.27,21.7,51.89,2025-08-06,28,2.5,Si,Cambio de opinión
FB001716,Zapatos,H&M,Otoño,XXL,Navy,82.65,0.0,82.65,2025-08-06,30,4.1,No,
FB001717,Pantalones,Ann Taylor,Invierno,XXL,Black,42.36,0.0,42.36,2025-08-06,37,1.4,No,
FB001718,Pantalones,Ann Taylor,Verano,M,Red,109.36,0.0,109.36,2025-08-06,24,1.7,No,
FB001719,Accesorios,Ann Taylor,Invierno,,Beige,59.98,0.0,59.98,2025-08-06,28,2.2,No,
FB001720,Vestidos,Gap,Primavera,,Purple,111.81,0.0,111.81,2024-08-21,45,1.1,No,
FB001721,Pantalones,Banana Republic,Invierno,XXL,Red,70.78,0.0,70.78,2025-08-06,39,3.4,Si,Discrepancia de color
FB001722,Accesorios,Mango,Invierno,,Pink,76.13,58.5,31.59,2025-08-06,40,1.6,No,
FB001723,Pantalones,Banana Republic,Otoño,XS,Pink,71.09,41.5,41.59,2025-08-06,20,3.1,No,
FB001724,Pantalones,Mango,Otoño,,Gray,53.64,55.9,23.66,2025-08-06,10,2.5,No,
FB001725,Zapatos,Ann Taylor,Otoño,,Brown,110.2,59.7,44.41,2025-08-06,13,3.5,Si,Discrepancia de color
FB001726,Zapatos,Uniqlo,Verano,XXL,Green,80.63,17.4,66.6,2025-08-06,6,,Si,Dañado
FB001727,Vestidos,Mango,Primavera,XL,Green,101.09,24.8,76.02,2024-09-02,7,4.5,Si,Dañado
FB001728,Accesorios,Zara,Primavera,,Navy,75.48,0.0,75.48,2025-05-27,16,1.4,No,
FB001729,Zapatos,Banana Republic,Verano,S,Brown,159.95,6.4,149.71,2025-08-06,39,3.0,No,
FB001730,Vestidos,Gap,Verano,L,Black,61.9,0.0,61.9,2025-08-06,29,4.4,No,
FB001731,Tops,Banana Republic,Otoño,XL,Purple,63.45,12.3,55.65,2025-08-06,23,4.9,No,
FB001732,Tops,Mango,Verano,S,Red,43.22,46.7,23.04,2025-08-06,29,1.3,No,
FB001733,Zapatos,Banana Republic,Invierno,S,Navy,64.65,26.8,47.32,2025-08-06,28,4.7,No,
FB001734,Zapatos,Uniqlo,Primavera,XXL,Purple,118.67,56.0,52.21,2025-04-26,27,3.5,No,
FB001735,Vestidos,Banana Republic,Primavera,XS,White,169.32,0.0,169.32,2024-12-17,19,2.2,No,
FB001736,Zapatos,Ann Taylor,Primavera,XS,Gray,115.77,0.0,115.77,2024-11-24,43,,No,
FB001737,Zapatos,Mango,Otoño,XS,Beige,139.91,0.0,139.91,2025-08-06,9,3.7,No,
FB001738,Pantalones,Banana Republic,Verano,XXL,Purple,101.73,0.0,101.73,2025-08-06,14,4.7,No,
FB001739,Tops,Forever21,Verano,,Pink,105.85,0.0,105.85,2025-08-06,29,2.1,No,
FB001740,Tops,Gap,Primavera,XL,Gray,105.37,0.0,105.37,2025-04-15,24,1.2,No,
FB001741,Tops,H&M,Verano,S,Brown,44.42,0.0,44.42,2025-08-06,49,,No,
FB001742,Zapatos,Uniqlo,Primavera,XS,Gray,164.86,14.3,141.29,2025-03-14,7,2.3,No,
FB001743,Zapatos,Mango,Otoño,XXL,Black,163.88,5.9,154.21,2025-08-06,39,2.6,No,
FB001744,Pantalones,Zara,Otoño,XS,Green,36.54,5.3,34.6,2025-08-06,13,2.5,No,
FB001745,Vestidos,Banana Republic,Primavera,M,Red,99.97,0.0,99.97,2024-10-16,38,1.4,No,
FB001746,Ropa de abrigo,Ann Taylor,Verano,XL,Red,194.78,0.0,194.78,2025-08-06,31,,No,
FB001747,Ropa de abrigo,Uniqlo,Otoño,XS,Blue,208.93,0.0,208.93,2025-08-06,12,2.3,No,
FB001748,Pantalones,Ann Taylor,Primavera,XS,Red,68.46,50.0,34.23,2025-01-26,24,1.9,No,
FB001749,Accesorios,Banana Republic,Invierno,,Purple,30.26,50.0,15.13,2025-08-06,23,1.4,No,
FB001750,Ropa de abrigo,Mango,Verano,XS,Green,186.66,30.9,128.98,2025-08-06,7,1.0,No,
FB001751,Tops,Zara,Invierno,S,Black,78.05,48.1,40.51,2025-08-06,36,2.9,Si,Cambio de opinión
FB001752,Tops,Uniqlo,Primavera,M,Purple,104.75,0.0,104.75,2024-10-26,11,,No,
FB001753,Zapatos,Uniqlo,Verano,M,Brown,121.33,0.0,121.33,2025-08-06,30,4.2,No,
FB001754,Vestidos,Mango,Otoño,XXL,Green,78.09,0.0,78.09,2025-08-06,6,2.0,No,
FB001755,Tops,Uniqlo,Otoño,XXL,Red,109.19,0.0,109.19,2025-08-06,47,4.5,No,
FB001756,Zapatos,Ann Taylor,Invierno,L,Black,126.74,0.0,126.74,2025-08-06,2,2.9,No,
FB001757,Zapatos,H&M,Primavera,XL,Black,95.85,0.0,95.85,2025-02-15,45,5.0,No,
FB001758,Ropa de abrigo,Mango,Verano,S,Blue,213.98,0.0,213.98,2025-08-06,38,,No,
FB001759,Zapatos,Forever21,Primavera,XXL,Beige,146.23,40.0,87.74,2025-01-27,17,2.6,Si,Problema de calidad
FB001760,Pantalones,Mango,Invierno,L,Pink,115.57,16.1,96.96,2025-08-06,32,3.1,Si,Problema de tamaño
FB001761,Accesorios,Banana Republic,Primavera,,Blue,66.62,0.0,66.62,2024-10-27,37,,No,
FB001762,Vestidos,Banana Republic,Primavera,XS,Purple,60.37,23.1,46.42,2025-03-14,30,4.8,No,
FB001763,Zapatos,H&M,Invierno,M,Blue,83.2,57.1,35.69,2025-08-06,10,3.3,No,
FB001764,Ropa de abrigo,Uniqlo,Verano,S,Navy,204.47,3.6,197.11,2025-08-06,26,,No,
FB001765,Accesorios,Mango,Otoño,,Purple,52.73,0.0,52.73,2025-08-06,42,,No,
FB001766,Pantalones,Forever21,Otoño,XXL,Beige,61.1,0.0,61.1,2025-08-06,30,4.6,No,
FB001767,Ropa de abrigo,Zara,Verano,S,Gray,227.92,0.0,227.92,2025-08-06,34,,No,
FB001768,Vestidos,H&M,Otoño,L,Blue,111.55,0.0,111.55,2025-08-06,14,,No,
FB001769,Pantalones,Forever21,Otoño,XS,Pink,29.09,29.6,20.48,2025-08-06,25,4.8,No,
FB001770,Vestidos,H&M,Otoño,M,Pink,179.71,0.0,179.71,2025-08-06,9,3.9,No,
FB001771,Accesorios,H&M,Verano,,Pink,52.76,39.4,31.97,2025-08-06,0,1.4,No,
FB001772,Accesorios,Uniqlo,Primavera,,Green,67.9,0.0,67.9,2024-12-31,1,1.3,No,
FB001773,Accesorios,Uniqlo,Otoño,,Navy,46.77,40.8,27.69,2025-08-06,25,2.6,No,
FB001774,Tops,Uniqlo,Invierno,XL,Navy,91.6,0.0,91.6,2025-08-06,6,2.7,No,
FB001775,Ropa de abrigo,Uniqlo,Primavera,XS,Pink,230.39,4.2,220.71,2024-10-15,34,3.5,No,
FB001776,Ropa de abrigo,Ann Taylor,Otoño,M,Blue,118.37,0.0,118.37,2025-08-06,45,,No,
FB001777,Zapatos,Gap,Invierno,M,Red,81.26,32.7,54.69,2025-08-06,2,3.3,No,
FB001778,Accesorios,H&M,Otoño,,Purple,57.21,18.0,46.91,2025-08-06,7,2.5,No,
FB001779,Vestidos,Forever21,Verano,XL,Brown,74.53,0.0,74.53,2025-08-06,9,,No,
FB001780,Vestidos,Banana Republic,Verano,M,Red,69.54,0.0,69.54,2025-08-06,40,3.2,Si,Problema de tamaño
FB001781,Vestidos,Ann Taylor,Verano,XL,Brown,102.71,55.9,45.3,2025-08-06,31,4.6,No,
FB001782,Zapatos,Gap,Verano,L,Beige,117.82,0.0,117.82,2025-08-06,7,4.9,No,
FB001783,Accesorios,Gap,Primavera,,Purple,61.01,0.0,61.01,2025-04-25,30,3.4,No,
FB001784,Ropa de abrigo,Forever21,Invierno,XL,Pink,222.01,0.0,222.01,2025-08-06,27,2.1,No,
FB001785,Ropa de abrigo,H&M,Verano,L,Brown,123.55,0.0,123.55,2025-08-06,28,1.2,No,
FB001786,Accesorios,Zara,Otoño,,Black,24.65,0.0,24.65,2025-08-06,43,1.1,No,
FB001787,Ropa de abrigo,Banana Republic,Otoño,XXL,Navy,168.8,0.0,168.8,2025-08-06,1,1.0,No,
FB001788,Tops,Gap,Otoño,S,Green,39.16,40.1,23.46,2025-08-06,4,2.8,No,
FB001789,Pantalones,H&M,Otoño,,Brown,74.76,0.0,74.76,2025-08-06,50,4.4,Si,Discrepancia de color
FB001790,Accesorios,Gap,Invierno,,Navy,37.0,0.0,37.0,2025-08-06,5,4.9,No,
FB001791,Accesorios,Mango,Invierno,,Black,67.38,0.0,67.38,2025-08-06,15,1.6,No,
FB001792,Pantalones,H&M,Verano,XS,White,77.44,1.4,76.36,2025-08-06,18,3.3,No,
FB001793,Ropa de abrigo,H&M,Verano,XS,Gray,215.06,0.0,215.06,2025-08-06,50,1.6,No,
FB001794,Ropa de abrigo,Banana Republic,Invierno,XS,Gray,141.44,0.0,141.44,2025-08-06,34,2.4,No,
FB001795,Vestidos,Ann Taylor,Primavera,XXL,White,151.83,0.0,151.83,2025-06-17,24,4.3,Si,Artículo incorrecto
FB001796,Ropa de abrigo,Gap,Invierno,XL,Gray,140.07,0.0,140.07,2025-08-06,23,2.7,No,
FB001797,Vestidos,Mango,Verano,XXL,Pink,94.26,28.9,67.02,2025-08-06,44,3.6,No,
FB001798,Accesorios,Ann Taylor,Invierno,,Green,55.79,27.3,40.56,2025-08-06,39,4.9,No,
FB001799,Accesorios,Gap,Invierno,,Black,58.99,0.0,58.99,2025-08-06,50,2.7,No,
FB001800,Pantalones,Forever21,Verano,XXL,Purple,61.96,0.0,61.96,2025-08-06,13,3.9,No,
FB001801,Pantalones,Zara,Otoño,L,Brown,104.25,0.0,104.25,2025-08-06,35,3.1,No,
FB001802,Ropa de abrigo,H&M,Invierno,L,Gray,102.68,0.0,102.68,2025-08-06,18,1.9,No,
FB001803,Vestidos,Gap,Invierno,XXL,Beige,131.05,32.6,88.33,2025-08-06,9,,No,
FB001804,Ropa de abrigo,Banana Republic,Primavera,XS,Navy,139.73,54.3,63.86,2025-03-27,38,,Si,Cambio de opinión
FB001805,Accesorios,Forever21,Invierno,,Navy,17.59,0.0,17.59,2025-08-06,14,,No,
FB001806,Zapatos,Zara,Otoño,L,Red,115.09,0.0,115.09,2025-08-06,10,2.5,No,
FB001807,Accesorios,Zara,Verano,,Black,73.75,0.0,73.75,2025-08-06,23,4.5,No,
FB001808,Accesorios,Ann Taylor,Invierno,,Navy,66.77,0.0,66.77,2025-08-06,28,5.0,Si,Problema de tamaño
FB001809,Tops,H&M,Otoño,L,White,63.92,0.0,63.92,2025-08-06,10,4.4,No,
FB001810,Accesorios,H&M,Otoño,,Green,26.26,0.0,26.26,2025-08-06,27,,No,
FB001811,Accesorios,H&M,Primavera,,White,62.58,8.8,57.07,2024-11-06,1,1.7,No,
FB001812,Zapatos,Banana Republic,Verano,S,Green,143.88,0.0,143.88,2025-08-06,1,3.1,No,
FB001813,Ropa de abrigo,Zara,Primavera,XL,Blue,226.24,1.2,223.53,2025-02-20,24,4.5,No,
FB001814,Zapatos,Gap,Primavera,XXL,Black,164.75,0.0,164.75,2025-05-02,8,3.7,No,
FB001815,Pantalones,Zara,Verano,L,Navy,56.14,0.0,56.14,2025-08-06,16,4.3,No,
FB001816,Accesorios,H&M,Invierno,,Red,39.96,0.0,39.96,2025-08-06,49,,No,
FB001817,Pantalones,Ann Taylor,Verano,L,Navy,26.5,57.9,11.16,2025-08-06,8,1.7,No,
FB001818,Zapatos,H&M,Primavera,XXL,Brown,118.53,55.0,53.34,2025-04-25,2,4.9,No,
FB001819,Vestidos,Mango,Verano,XL,Purple,58.08,0.0,58.08,2025-08-06,42,1.6,No,
FB001820,Zapatos,H&M,Verano,S,Navy,138.85,15.0,118.02,2025-08-06,17,,No,
FB001821,Pantalones,Banana Republic,Verano,XS,Gray,73.33,0.0,73.33,2025-08-06,3,3.1,Si,Cambio de opinión
FB001822,Ropa de abrigo,Forever21,Invierno,S,Green,167.73,0.0,167.73,2025-08-06,4,4.9,No,
FB001823,Tops,H&M,Invierno,XXL,Black,79.47,0.0,79.47,2025-08-06,31,3.7,No,
FB001824,Vestidos,Forever21,Verano,XL,White,69.12,49.4,34.97,2025-08-06,45,2.3,No,
FB001825,Pantalones,Mango,Verano,S,Purple,56.18,6.7,52.42,2025-08-06,35,2.6,Si,Cambio de opinión
FB001826,Tops,Gap,Invierno,XS,Gray,51.28,48.3,26.51,2025-08-06,9,1.1,Si,Cambio de opinión
FB001827,Ropa de abrigo,Gap,Primavera,,Green,111.73,16.8,92.96,2025-05-29,41,1.2,No,
FB001828,Pantalones,Ann Taylor,Otoño,XXL,Gray,49.08,19.9,39.31,2025-08-06,46,1.0,Si,Cambio de opinión
FB001829,Zapatos,Forever21,Invierno,M,Pink,182.47,27.1,133.02,2025-08-06,40,,No,
FB001830,Ropa de abrigo,Forever21,Verano,XS,Purple,241.22,5.9,226.99,2025-08-06,13,1.2,No,
FB001831,Vestidos,Ann Taylor,Primavera,XXL,Blue,78.3,0.0,78.3,2025-03-14,19,3.0,No,
FB001832,Zapatos,Banana Republic,Invierno,M,Purple,73.93,0.0,73.93,2025-08-06,0,,No,
FB001833,Pantalones,H&M,Verano,XXL,Green,97.5,0.0,97.5,2025-08-06,43,1.6,No,
FB001834,Tops,Ann Taylor,Verano,XS,Green,38.9,0.0,38.9,2025-08-06,1,5.0,No,
FB001835,Zapatos,Banana Republic,Verano,S,Blue,95.52,0.0,95.52,2025-08-06,47,3.9,No,
FB001836,Ropa de abrigo,Zara,Otoño,M,Red,158.64,50.2,79.0,2025-08-06,7,3.0,Si,Cambio de opinión
FB001837,Tops,Mango,Otoño,XL,Navy,26.11,0.0,26.11,2025-08-06,41,4.3,No,
FB001838,Zapatos,Forever21,Primavera,,White,107.09,43.1,60.93,2025-02-14,16,4.7,Si,Cambio de opinión
FB001839,Accesorios,Gap,Verano,,Black,71.42,38.0,44.28,2025-08-06,49,2.8,No,
FB001840,Zapatos,Zara,Verano,XL,Red,124.56,0.0,124.56,2025-08-06,18,3.0,No,
FB001841,Pantalones,Uniqlo,Verano,L,Purple,30.91,0.0,30.91,2025-08-06,45,1.8,No,
FB001842,Tops,Zara,Invierno,XS,Beige,53.37,0.0,53.37,2025-08-06,15,1.1,No,
FB001843,Zapatos,Gap,Verano,XL,Green,159.16,0.0,159.16,2025-08-06,40,,Si,Cambio de opinión
FB001844,Vestidos,Mango,Otoño,S,Pink,169.64,0.0,169.64,2025-08-06,5,1.6,No,
FB001845,Accesorios,Gap,Verano,,Blue,59.94,0.0,59.94,2025-08-06,7,4.0,No,
FB001846,Vestidos,Gap,Otoño,XL,Purple,92.59,0.0,92.59,2025-08-06,29,3.5,Si,Problema de tamaño
FB001847,Pantalones,H&M,Primavera,S,White,64.07,0.0,64.07,2025-03-18,10,,No,
FB001848,Vestidos,Forever21,Otoño,XS,Blue,127.87,54.6,58.05,2025-08-06,14,4.4,No,
FB001849,Pantalones,Banana Republic,Otoño,M,Blue,32.46,12.9,28.27,2025-08-06,9,,No,
FB001850,Pantalones,H&M,Verano,XXL,Pink,40.31,43.0,22.98,2025-08-06,30,3.5,Si,Discrepancia de color
FB001851,Accesorios,Ann Taylor,Invierno,,Green,51.3,6.1,48.17,2025-08-06,31,,No,
FB001852,Pantalones,Gap,Invierno,XS,Pink,28.62,0.0,28.62,2025-08-06,41,4.0,No,
FB001853,Accesorios,Gap,Otoño,,Green,59.03,6.4,55.25,2025-08-06,45,,No,
FB001854,Tops,Ann Taylor,Verano,S,Brown,99.65,7.4,92.28,2025-08-06,31,3.8,No,
FB001855,Vestidos,Forever21,Invierno,,Blue,128.55,0.0,128.55,2025-08-06,1,3.7,No,
FB001856,Pantalones,Mango,Primavera,L,Purple,78.09,56.3,34.13,2025-04-23,20,1.3,No,
FB001857,Pantalones,Mango,Verano,XXL,Navy,108.89,0.0,108.89,2025-08-06,50,2.9,No,
FB001858,Pantalones,Ann Taylor,Primavera,,Gray,35.21,14.7,30.03,2024-12-23,15,3.1,Si,Problema de calidad
FB001859,Vestidos,Gap,Verano,XXL,Brown,129.16,34.0,85.25,2025-08-06,24,1.7,No,
FB001860,Vestidos,Ann Taylor,Verano,S,Gray,142.43,0.0,142.43,2025-08-06,15,4.1,Si,Problema de tamaño
FB001861,Accesorios,Forever21,Primavera,,Navy,45.19,0.0,45.19,2025-02-28,38,1.6,Si,Artículo incorrecto
FB001862,Pantalones,H&M,Otoño,S,Purple,47.66,0.0,47.66,2025-08-06,0,4.8,Si,Problema de tamaño
FB001863,Pantalones,Uniqlo,Verano,XS,Beige,115.05,40.0,69.03,2025-08-06,48,3.1,No,
FB001864,Pantalones,Banana Republic,Verano,XL,Brown,87.84,0.0,87.84,2025-08-06,29,1.3,No,
FB001865,Vestidos,Forever21,Otoño,S,Blue,73.42,35.0,47.72,2025-08-06,44,,No,
FB001866,Zapatos,Gap,Otoño,L,Navy,181.58,21.6,142.36,2025-08-06,14,4.7,No,
FB001867,Tops,H&M,Primavera,L,Black,71.68,0.0,71.68,2025-08-05,0,1.5,No,
FB001868,Tops,Banana Republic,Invierno,XXL,Beige,25.63,0.0,25.63,2025-08-06,27,1.2,No,
FB001869,Tops,Forever21,Invierno,,Brown,31.34,48.5,16.14,2025-08-06,36,1.6,Si,Problema de tamaño
FB001870,Vestidos,H&M,Otoño,L,Beige,98.91,33.8,65.48,2025-08-06,33,,Si,Discrepancia de color
FB001871,Accesorios,Zara,Invierno,,Red,43.33,7.8,39.95,2025-08-06,4,1.3,No,
FB001872,Zapatos,Gap,Verano,M,Black,70.71,0.0,70.71,2025-08-06,8,2.3,No,
FB001873,Ropa de abrigo,H&M,Invierno,S,Purple,215.99,38.1,133.7,2025-08-06,14,3.9,No,
FB001874,Vestidos,Banana Republic,Invierno,XL,Green,145.57,5.1,138.15,2025-08-06,8,4.4,No,
FB001875,Zapatos,Banana Republic,Otoño,XS,Navy,195.03,0.0,195.03,2025-08-06,44,4.4,No,
FB001876,Pantalones,Ann Taylor,Invierno,XS,Black,74.88,9.7,67.62,2025-08-06,23,2.6,No,
FB001877,Tops,Gap,Primavera,L,Pink,50.3,0.0,50.3,2024-08-18,23,1.3,No,
FB001878,Ropa de abrigo,Ann Taylor,Verano,XXL,Red,130.65,0.0,130.65,2025-08-06,20,2.6,No,
FB001879,Vestidos,Forever21,Primavera,XXL,Green,94.56,40.3,56.45,2025-06-14,41,4.7,No,
FB001880,Ropa de abrigo,Uniqlo,Primavera,S,Brown,138.98,10.2,124.8,2025-07-22,36,1.4,No,
FB001881,Accesorios,H&M,Invierno,,Green,52.57,0.0,52.57,2025-08-06,50,2.5,Si,Dañado
FB001882,Ropa de abrigo,H&M,Primavera,,White,151.62,0.0,151.62,2025-07-11,41,3.5,No,
FB001883,Accesorios,Uniqlo,Primavera,,Blue,26.7,0.0,26.7,2025-05-27,48,3.1,No,
FB001884,Ropa de abrigo,Ann Taylor,Verano,S,Brown,147.5,0.0,147.5,2025-08-06,4,2.4,No,
FB001885,Tops,Mango,Otoño,S,Navy,66.0,2.7,64.22,2025-08-06,42,4.4,No,
FB001886,Ropa de abrigo,Zara,Otoño,XS,Red,183.6,0.0,183.6,2025-08-06,10,,No,
FB001887,Zapatos,Uniqlo,Verano,L,Blue,195.83,0.0,195.83,2025-08-06,14,2.1,No,
